"Number";"Date";"Relative Pressure (hPa)";"Indoor Temp (°C)";"Indoor Hum (%)";"Outdoor Temp (°C)";"Outdoor Hum (%)";"Dewpoint (°C)";"Wind Chill (°C)";"Winds. (m/s)";"Wind Direction";"Gust (m/s)";"Relative Rain (mm)";"Total Rain (mm)"
"7721";"13.01.2017 09:20";"984.6";"16.5";"41";"0.1";"77";"-3.5";"---";"---";"---";"---";"0.0";"0.0"
"7722";"13.01.2017 09:30";"984.8";"16.7";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7723";"13.01.2017 09:40";"984.7";"16.8";"41";"0.2";"78";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7724";"13.01.2017 09:50";"984.6";"16.8";"41";"0.2";"78";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7725";"13.01.2017 10:00";"984.6";"17.0";"40";"0.2";"78";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7726";"13.01.2017 10:10";"984.5";"17.1";"40";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7727";"13.01.2017 10:20";"984.5";"17.2";"40";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7728";"13.01.2017 10:30";"984.7";"17.2";"40";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7729";"13.01.2017 10:40";"984.7";"17.2";"40";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7730";"13.01.2017 10:50";"984.5";"16.9";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7731";"13.01.2017 11:00";"984.4";"16.7";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7732";"13.01.2017 11:10";"984.2";"16.4";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7733";"13.01.2017 11:20";"984.0";"16.4";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7734";"13.01.2017 11:30";"983.8";"16.9";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7735";"13.01.2017 11:40";"983.7";"17.1";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7736";"13.01.2017 11:50";"983.6";"17.1";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7737";"13.01.2017 12:00";"983.6";"16.8";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7738";"13.01.2017 12:10";"983.5";"16.6";"41";"0.2";"78";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7739";"13.01.2017 12:20";"983.6";"16.3";"42";"0.2";"78";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7740";"13.01.2017 12:30";"983.6";"16.0";"42";"0.2";"78";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7741";"13.01.2017 12:40";"983.5";"16.2";"42";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7742";"13.01.2017 12:50";"983.6";"16.8";"41";"0.1";"78";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7743";"13.01.2017 13:00";"983.7";"17.0";"41";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7744";"13.01.2017 13:10";"983.6";"17.0";"41";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7745";"13.01.2017 13:20";"983.6";"16.8";"41";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7746";"13.01.2017 13:30";"983.6";"16.6";"41";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7747";"13.01.2017 13:40";"983.3";"16.4";"42";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7748";"13.01.2017 13:50";"983.1";"16.1";"42";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7749";"13.01.2017 14:00";"983.1";"15.9";"42";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7750";"13.01.2017 14:10";"982.7";"16.5";"42";"0.2";"79";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7751";"13.01.2017 14:20";"982.6";"17.0";"42";"0.2";"79";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7752";"13.01.2017 14:30";"982.6";"17.3";"42";"0.2";"79";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7753";"13.01.2017 14:40";"982.1";"17.4";"42";"0.2";"79";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7754";"13.01.2017 14:50";"981.9";"17.5";"42";"0.2";"79";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7755";"13.01.2017 15:00";"982.1";"17.7";"41";"0.2";"79";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7756";"13.01.2017 15:10";"982.2";"17.7";"41";"0.2";"79";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7757";"13.01.2017 15:20";"982.1";"17.7";"41";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7758";"13.01.2017 15:30";"981.9";"17.7";"42";"0.2";"79";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7759";"13.01.2017 15:40";"982.0";"18.0";"43";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7760";"13.01.2017 15:50";"981.9";"18.0";"42";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7761";"13.01.2017 16:00";"981.9";"18.0";"41";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7762";"13.01.2017 16:10";"981.7";"17.8";"42";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7763";"13.01.2017 16:20";"981.8";"17.8";"43";"0.1";"79";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7764";"13.01.2017 16:30";"981.3";"18.0";"43";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7765";"13.01.2017 16:40";"981.0";"18.1";"43";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7766";"13.01.2017 16:50";"981.2";"18.2";"43";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7767";"13.01.2017 17:00";"981.2";"18.3";"42";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7768";"13.01.2017 17:10";"981.2";"18.3";"43";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7769";"13.01.2017 17:20";"981.4";"18.4";"43";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7770";"13.01.2017 17:30";"981.3";"18.4";"43";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7771";"13.01.2017 17:40";"981.1";"18.2";"43";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7772";"13.01.2017 17:50";"981.1";"18.0";"43";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7773";"13.01.2017 18:00";"980.8";"17.7";"44";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7774";"13.01.2017 18:10";"980.7";"17.5";"44";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7775";"13.01.2017 18:20";"980.8";"17.2";"44";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7776";"13.01.2017 18:30";"980.9";"16.9";"44";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7777";"13.01.2017 18:40";"980.8";"16.8";"44";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7778";"13.01.2017 18:50";"980.7";"16.6";"45";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7779";"13.01.2017 19:00";"980.8";"16.5";"45";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7780";"13.01.2017 19:10";"980.8";"16.4";"45";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7781";"13.01.2017 19:20";"980.5";"16.4";"46";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7782";"13.01.2017 19:30";"980.2";"16.3";"46";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7783";"13.01.2017 19:40";"979.9";"16.3";"47";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7784";"13.01.2017 19:50";"980.0";"16.2";"47";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7785";"13.01.2017 20:00";"979.9";"16.2";"47";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7786";"13.01.2017 20:10";"979.6";"16.2";"47";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7787";"13.01.2017 20:20";"979.2";"16.2";"47";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7788";"13.01.2017 20:30";"979.5";"16.2";"47";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7789";"13.01.2017 20:40";"979.7";"16.1";"46";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7790";"13.01.2017 20:50";"979.7";"16.1";"46";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7791";"13.01.2017 21:00";"979.6";"16.0";"46";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7792";"13.01.2017 21:10";"979.5";"15.9";"46";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7793";"13.01.2017 21:20";"979.5";"15.8";"46";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7794";"13.01.2017 21:30";"979.4";"15.8";"46";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7795";"13.01.2017 21:40";"979.5";"15.7";"46";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7796";"13.01.2017 21:50";"979.3";"15.6";"46";"-0.3";"79";"-3.5";"---";"---";"---";"---";"0.0";"0.0"
"7797";"13.01.2017 22:00";"979.4";"15.6";"46";"-0.4";"79";"-3.6";"---";"---";"---";"---";"0.0";"0.0"
"7798";"13.01.2017 22:10";"979.2";"15.7";"46";"-0.4";"79";"-3.6";"---";"---";"---";"---";"0.0";"0.0"
"7799";"13.01.2017 22:20";"979.2";"16.3";"45";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7800";"13.01.2017 22:30";"979.3";"16.8";"44";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7801";"13.01.2017 22:40";"979.1";"16.8";"44";"-0.6";"79";"-3.8";"---";"---";"---";"---";"0.0";"0.0"
"7802";"13.01.2017 22:50";"979.0";"16.7";"44";"-0.6";"79";"-3.8";"---";"---";"---";"---";"0.0";"0.0"
"7803";"13.01.2017 23:00";"979.0";"16.6";"45";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7804";"13.01.2017 23:10";"978.8";"16.5";"46";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7805";"13.01.2017 23:20";"978.5";"16.4";"47";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7806";"13.01.2017 23:30";"978.6";"16.1";"47";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7807";"13.01.2017 23:40";"978.5";"16.0";"48";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7808";"13.01.2017 23:50";"978.6";"15.8";"48";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7809";"14.01.2017 00:00";"978.7";"15.7";"48";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7810";"14.01.2017 00:10";"978.5";"15.6";"48";"-0.6";"79";"-3.8";"---";"---";"---";"---";"0.0";"0.0"
"7811";"14.01.2017 00:20";"978.3";"15.6";"48";"-0.6";"79";"-3.8";"---";"---";"---";"---";"0.0";"0.0"
"7812";"14.01.2017 00:30";"978.7";"15.5";"48";"-0.6";"79";"-3.8";"---";"---";"---";"---";"0.0";"0.0"
"7813";"14.01.2017 00:40";"978.7";"15.4";"48";"-0.5";"79";"-3.7";"---";"---";"---";"---";"0.0";"0.0"
"7814";"14.01.2017 00:50";"978.7";"15.4";"48";"-0.4";"79";"-3.6";"---";"---";"---";"---";"0.0";"0.0"
"7815";"14.01.2017 01:00";"978.6";"15.3";"48";"-0.3";"79";"-3.5";"---";"---";"---";"---";"0.0";"0.0"
"7816";"14.01.2017 01:10";"978.6";"15.3";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7817";"14.01.2017 01:20";"978.7";"15.2";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7818";"14.01.2017 01:30";"978.6";"15.2";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7819";"14.01.2017 01:40";"978.4";"15.2";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7820";"14.01.2017 01:50";"978.4";"15.1";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7821";"14.01.2017 02:00";"978.0";"15.1";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7822";"14.01.2017 02:10";"978.2";"15.0";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7823";"14.01.2017 02:20";"978.2";"15.0";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7824";"14.01.2017 02:30";"978.4";"15.0";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7825";"14.01.2017 02:40";"978.4";"14.9";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7826";"14.01.2017 02:50";"978.3";"14.9";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7827";"14.01.2017 03:00";"978.3";"14.9";"48";"-0.2";"79";"-3.4";"---";"---";"---";"---";"0.0";"0.0"
"7828";"14.01.2017 03:10";"978.4";"14.8";"48";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7829";"14.01.2017 03:20";"978.5";"14.8";"48";"-0.1";"79";"-3.3";"---";"---";"---";"---";"0.0";"0.0"
"7830";"14.01.2017 03:30";"978.7";"14.8";"48";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7831";"14.01.2017 03:40";"978.8";"14.8";"48";"0.0";"79";"-3.2";"---";"---";"---";"---";"0.0";"0.0"
"7832";"14.01.2017 03:50";"978.6";"14.7";"48";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7833";"14.01.2017 04:00";"978.9";"14.7";"48";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7834";"14.01.2017 04:10";"979.0";"14.7";"48";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7835";"14.01.2017 04:20";"979.0";"14.6";"48";"0.0";"80";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7836";"14.01.2017 04:30";"979.2";"14.6";"48";"0.1";"80";"-2.9";"---";"---";"---";"---";"0.0";"0.0"
"7837";"14.01.2017 04:40";"979.4";"14.6";"48";"0.1";"80";"-2.9";"---";"---";"---";"---";"0.0";"0.0"
"7838";"14.01.2017 04:50";"979.6";"14.6";"48";"0.1";"80";"-2.9";"---";"---";"---";"---";"0.0";"0.0"
"7839";"14.01.2017 05:00";"979.8";"14.5";"48";"0.1";"80";"-2.9";"---";"---";"---";"---";"0.0";"0.0"
"7840";"14.01.2017 05:10";"979.9";"14.5";"48";"0.1";"80";"-2.9";"---";"---";"---";"---";"0.0";"0.0"
"7841";"14.01.2017 05:20";"980.1";"14.5";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7842";"14.01.2017 05:30";"980.3";"14.5";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7843";"14.01.2017 05:40";"980.3";"14.5";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7844";"14.01.2017 05:50";"980.5";"14.4";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7845";"14.01.2017 06:00";"980.7";"14.4";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7846";"14.01.2017 06:10";"981.0";"14.4";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7847";"14.01.2017 06:20";"981.1";"14.4";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7848";"14.01.2017 06:30";"981.2";"14.4";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7849";"14.01.2017 06:40";"981.5";"14.4";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7850";"14.01.2017 06:50";"981.6";"14.4";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7851";"14.01.2017 07:00";"981.8";"14.3";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7852";"14.01.2017 07:10";"982.0";"14.3";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7853";"14.01.2017 07:20";"982.2";"14.6";"48";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7854";"14.01.2017 07:30";"982.5";"15.4";"47";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7855";"14.01.2017 07:40";"982.7";"15.9";"46";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7856";"14.01.2017 07:50";"983.0";"15.9";"46";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7857";"14.01.2017 08:00";"983.3";"15.8";"46";"0.2";"81";"-2.7";"---";"---";"---";"---";"0.0";"0.0"
"7858";"14.01.2017 08:10";"983.4";"15.7";"46";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7859";"14.01.2017 08:20";"983.6";"15.6";"46";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7860";"14.01.2017 08:30";"983.9";"15.8";"46";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7861";"14.01.2017 08:40";"984.1";"16.4";"45";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7862";"14.01.2017 08:50";"984.2";"16.6";"45";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7863";"14.01.2017 09:00";"984.2";"16.7";"45";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7864";"14.01.2017 09:10";"984.4";"16.8";"45";"0.2";"80";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7865";"14.01.2017 09:20";"984.5";"17.1";"44";"0.3";"80";"-2.7";"---";"---";"---";"---";"0.0";"0.0"
"7866";"14.01.2017 09:30";"984.7";"17.4";"44";"0.3";"79";"-2.9";"---";"---";"---";"---";"0.0";"0.0"
"7867";"14.01.2017 09:40";"984.8";"17.6";"44";"0.4";"79";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7868";"14.01.2017 09:50";"985.0";"17.6";"44";"0.4";"78";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7869";"14.01.2017 10:00";"985.0";"18.1";"45";"0.5";"78";"-2.9";"---";"---";"---";"---";"0.0";"0.0"
"7870";"14.01.2017 10:10";"985.3";"18.4";"43";"0.7";"78";"-2.7";"---";"---";"---";"---";"0.0";"0.0"
"7871";"14.01.2017 10:20";"985.5";"18.4";"43";"0.8";"77";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7872";"14.01.2017 10:30";"985.7";"18.4";"43";"1.0";"76";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7873";"14.01.2017 10:40";"985.7";"18.3";"45";"1.0";"76";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7874";"14.01.2017 10:50";"985.8";"18.3";"45";"1.2";"76";"-2.6";"---";"---";"---";"---";"0.0";"0.0"
"7875";"14.01.2017 11:00";"985.8";"18.1";"45";"1.4";"76";"-2.4";"---";"---";"---";"---";"0.0";"0.0"
"7876";"14.01.2017 11:10";"985.9";"17.9";"46";"1.5";"74";"-2.6";"---";"---";"---";"---";"0.0";"0.0"
"7877";"14.01.2017 11:20";"985.9";"17.8";"46";"1.6";"74";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7878";"14.01.2017 11:30";"985.9";"17.8";"46";"1.6";"74";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7879";"14.01.2017 11:40";"986.1";"17.9";"46";"1.6";"74";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7880";"14.01.2017 11:50";"986.0";"18.4";"45";"1.7";"74";"-2.4";"---";"---";"---";"---";"0.0";"0.0"
"7881";"14.01.2017 12:00";"986.0";"18.7";"45";"1.8";"73";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7882";"14.01.2017 12:10";"986.0";"18.6";"45";"1.8";"73";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7883";"14.01.2017 12:20";"986.0";"18.4";"45";"2.0";"73";"-2.3";"---";"---";"---";"---";"0.0";"0.0"
"7884";"14.01.2017 12:30";"986.0";"18.2";"45";"2.3";"72";"-2.2";"---";"---";"---";"---";"0.0";"0.0"
"7885";"14.01.2017 12:40";"985.9";"18.0";"45";"2.4";"72";"-2.1";"---";"---";"---";"---";"0.0";"0.0"
"7886";"14.01.2017 12:50";"985.8";"17.8";"45";"2.8";"72";"-1.7";"---";"---";"---";"---";"0.0";"0.0"
"7887";"14.01.2017 13:00";"985.9";"17.7";"45";"2.9";"71";"-1.8";"---";"---";"---";"---";"0.0";"0.0"
"7888";"14.01.2017 13:10";"985.9";"17.6";"45";"3.0";"70";"-1.9";"---";"---";"---";"---";"0.0";"0.0"
"7889";"14.01.2017 13:20";"986.0";"17.6";"45";"3.1";"71";"-1.6";"---";"---";"---";"---";"0.0";"0.0"
"7890";"14.01.2017 13:30";"986.0";"17.5";"45";"3.3";"68";"-2.0";"---";"---";"---";"---";"0.0";"0.0"
"7891";"14.01.2017 13:40";"986.1";"17.5";"45";"3.8";"65";"-2.2";"---";"---";"---";"---";"0.0";"0.0"
"7892";"14.01.2017 13:50";"986.2";"17.4";"45";"4.0";"63";"-2.4";"---";"---";"---";"---";"0.0";"0.0"
"7893";"14.01.2017 14:00";"986.3";"17.4";"44";"3.6";"64";"-2.6";"---";"---";"---";"---";"0.0";"0.0"
"7894";"14.01.2017 14:10";"986.4";"17.3";"45";"3.4";"64";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7895";"14.01.2017 14:20";"986.3";"17.3";"44";"4.0";"63";"-2.4";"---";"---";"---";"---";"0.0";"0.0"
"7896";"14.01.2017 14:30";"986.4";"17.8";"44";"4.0";"63";"-2.4";"---";"---";"---";"---";"0.0";"0.0"
"7897";"14.01.2017 14:40";"986.6";"18.4";"43";"3.6";"64";"-2.6";"---";"---";"---";"---";"0.0";"0.0"
"7898";"14.01.2017 14:50";"986.7";"18.5";"43";"3.5";"64";"-2.7";"---";"---";"---";"---";"0.0";"0.0"
"7899";"14.01.2017 15:00";"986.8";"18.4";"43";"3.6";"64";"-2.6";"---";"---";"---";"---";"0.0";"0.0"
"7900";"14.01.2017 15:10";"987.0";"18.1";"43";"3.4";"64";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
"7901";"14.01.2017 15:20";"987.1";"17.9";"43";"3.2";"65";"-2.7";"---";"---";"---";"---";"0.0";"0.0"
"7902";"14.01.2017 15:30";"987.2";"17.7";"44";"3.1";"66";"-2.6";"---";"---";"---";"---";"0.0";"0.0"
"7903";"14.01.2017 15:40";"987.3";"17.5";"44";"3.0";"67";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7904";"14.01.2017 15:50";"987.3";"17.3";"46";"2.9";"67";"-2.6";"---";"---";"---";"---";"0.0";"0.0"
"7905";"14.01.2017 16:00";"987.4";"17.6";"47";"2.8";"67";"-2.7";"---";"---";"---";"---";"0.0";"0.0"
"7906";"14.01.2017 16:10";"987.5";"18.2";"48";"2.7";"68";"-2.6";"---";"---";"---";"---";"0.0";"0.0"
"7907";"14.01.2017 16:20";"987.5";"18.4";"48";"2.6";"69";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7908";"14.01.2017 16:30";"987.6";"18.4";"47";"2.4";"70";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7909";"14.01.2017 16:40";"987.7";"18.1";"47";"2.4";"71";"-2.3";"---";"---";"---";"---";"0.0";"0.0"
"7910";"14.01.2017 16:50";"987.8";"17.9";"47";"2.2";"71";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7911";"14.01.2017 17:00";"987.9";"17.6";"47";"2.1";"71";"-2.6";"---";"---";"---";"---";"0.0";"0.0"
"7912";"14.01.2017 17:10";"988.0";"17.4";"47";"2.0";"72";"-2.5";"---";"---";"---";"---";"0.0";"0.0"
"7913";"14.01.2017 17:20";"988.1";"17.2";"47";"1.6";"73";"-2.7";"---";"---";"---";"---";"0.0";"0.0"
"7914";"14.01.2017 17:30";"988.1";"17.0";"47";"1.3";"73";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7915";"14.01.2017 17:40";"988.4";"17.1";"49";"1.2";"73";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7916";"14.01.2017 17:50";"988.6";"17.6";"49";"1.3";"73";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7917";"14.01.2017 18:00";"988.7";"18.0";"48";"1.3";"73";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7918";"14.01.2017 18:10";"988.8";"18.2";"47";"1.2";"73";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7919";"14.01.2017 18:20";"988.9";"18.2";"47";"1.2";"73";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7920";"14.01.2017 18:30";"989.0";"18.3";"47";"1.3";"73";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7921";"14.01.2017 18:40";"989.1";"18.4";"47";"1.2";"73";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7922";"14.01.2017 18:50";"989.0";"18.5";"47";"1.1";"74";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7923";"14.01.2017 19:00";"989.2";"18.6";"47";"1.0";"74";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7924";"14.01.2017 19:10";"989.3";"18.7";"47";"0.9";"75";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7925";"14.01.2017 19:20";"989.3";"18.8";"46";"0.8";"75";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7926";"14.01.2017 19:30";"989.4";"18.8";"46";"0.8";"75";"-3.1";"---";"---";"---";"---";"0.0";"0.0"
"7927";"14.01.2017 19:40";"989.4";"19.0";"46";"0.9";"75";"-3.0";"---";"---";"---";"---";"0.0";"0.0"
"7928";"14.01.2017 19:50";"989.5";"19.1";"45";"1.0";"75";"-2.9";"---";"---";"---";"---";"0.0";"0.0"
"7929";"14.01.2017 20:00";"989.7";"19.2";"45";"1.1";"75";"-2.8";"---";"---";"---";"---";"0.0";"0.0"
